,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(7,12)",,False,2,"[7, 12, 16, 13, 8]",0,-0.001,0,0,0,-0.001,0,1
1,"(7,12)",,False,2,"[7, 12, 16, 13, 8]",0,-0.001,0,0,0,-0.001,0,1
2,"(14,12)",,True,4,"[14, 12, 7, 10, 13]",0,-0.001,0,0,0,-0.001,0,1
3,"(14,12)",,True,4,"[14, 12, 7, 10, 13]",0,-0.001,0,0,0,-0.001,0,1
4,"(7,8)",,True,6,"[7, 8, 13, 6, 12]",0,-0.001,0,0,0,-0.001,0,1
5,"(7,8)",,True,6,"[7, 8, 13, 6, 12]",0,-0.001,0,0,0,-0.001,0,1
6,"(12,2)",,False,8,"[12, 2, 9, 4, 6]",1,0.0,2,2,0,-0.001,0,1
7,"(12,2)",,False,8,"[12, 2, 9, 4, 6]",1,0.0,2,2,0,-0.001,0,1
8,"(14,17)",,False,10,"[14, 17, 15, 11, 16]",2,0.040935672514619006,4,4,0,-0.001,0,1
9,"(14,17)",,False,10,"[14, 17, 15, 11, 16]",2,0.040935672514619006,4,4,0,-0.001,0,1
10,2:4,assassinate,True,9,"[11, 18, 2, 17, 3]",2,0.035087719298245,6,6,0,-0.001,0,1
11,2:4,assassinate,True,9,"[11, 18, 2, 17, 3]",2,0.035087719298245,6,6,0,-0.001,0,1
12,"(8,9)",,False,11,"[8, 3, 6, 11, 9]",2,0.046783625730994004,8,8,0,-0.001,0,1
13,"(8,9)",,False,11,"[8, 3, 6, 11, 9]",2,0.046783625730994004,8,8,0,-0.001,0,1
14,"(19,10)",,False,11,"[19, 10, 8, 16, 9]",2,0.040935672514619006,10,10,0,-0.001,0,1
15,"(19,10)",,False,11,"[19, 10, 8, 16, 9]",2,0.040935672514619006,10,10,0,-0.001,0,1
16,"(14,3)",,True,13,"[9, 15, 14, 3, 17]",3,0.08187134502923901,12,12,0,-0.001,0,1
17,"(14,3)",,True,13,"[9, 15, 14, 3, 17]",3,0.08187134502923901,12,12,0,-0.001,0,1
18,"(11,0)",,True,13,"[17, 11, 0, 13, 14]",3,0.08187134502923901,14,14,0,-0.001,0,1
19,"(11,0)",,True,13,"[17, 11, 0, 13, 14]",3,0.08187134502923901,14,14,0,-0.001,0,1
20,9:4,assassinate,True,12,"[16, 2, 9, 1, 17]",3,0.122807017543859,16,16,0,-0.001,0,1
21,9:4,assassinate,True,12,"[16, 2, 9, 1, 17]",3,0.122807017543859,16,16,0,-0.001,0,1
22,13:6,assassinate,True,10,"[13, 16, 14, 8, 6]",2,0.017543859649122,18,18,0,-0.001,0,1
23,13:6,assassinate,True,10,"[13, 16, 14, 8, 6]",2,0.017543859649122,18,18,0,-0.001,0,1
24,"(13,1)",,False,12,"[13, 1, 0, 16, 7]",2,0.023391812865497002,20,20,1,0.0,0,1
25,"(13,1)",,False,12,"[13, 1, 0, 16, 7]",2,0.023391812865497002,20,20,1,0.0,0,1
26,4:4,assassinate,True,11,"[15, 18, 9, 14, 4]",2,0.052631578947368,22,22,1,0.0,0,1
27,4:4,assassinate,True,11,"[15, 18, 9, 14, 4]",2,0.052631578947368,22,22,1,0.0,0,1
28,"(19,1)",,True,13,"[6, 19, 0, 1, 3]",2,0.070175438596491,23,23,2,0.070175438596491,0,1
29,"(19,1)",,True,13,"[6, 19, 0, 1, 3]",2,0.070175438596491,23,23,2,0.070175438596491,0,1
30,"(14,12)",,False,13,"[9, 14, 18, 12, 19]",3,0.27485380116959,25,25,2,0.23391812865497003,0,1
31,"(14,12)",,False,13,"[9, 14, 18, 12, 19]",3,0.27485380116959,25,25,2,0.23391812865497003,0,1
32,8:4,assassinate,True,12,"[10, 5, 8, 6, 14]",3,0.23976608187134502,27,27,2,0.20467836257309902,0,1
33,8:4,assassinate,True,12,"[10, 5, 8, 6, 14]",3,0.23976608187134502,27,27,2,0.20467836257309902,0,1
34,"(15,3)",,True,14,"[15, 3, 5, 0, 7]",3,0.160818713450292,29,29,2,0.0,0,1
35,"(15,3)",,True,14,"[15, 3, 5, 0, 7]",3,0.160818713450292,29,29,2,0.0,0,1
36,19:6,assassinate,True,10,"[19, 1, 6, 4, 11]",3,0.140350877192982,31,31,1,0.0,0,1
37,19:6,assassinate,True,10,"[19, 1, 6, 4, 11]",3,0.140350877192982,31,31,1,0.0,0,1
38,"(13,3)",,False,12,"[13, 3, 10, 19, 2]",3,0.11695906432748501,33,33,1,0.0,0,1
39,"(13,3)",,False,12,"[13, 3, 10, 19, 2]",3,0.11695906432748501,33,33,1,0.0,0,1
40,12:6,assassinate,True,10,"[1, 7, 18, 8, 12]",2,0.140350877192982,35,35,1,0.0,0,1
41,12:6,assassinate,True,10,"[1, 7, 18, 8, 12]",2,0.140350877192982,35,35,1,0.0,0,1
42,"(15,6)",,True,12,"[4, 0, 18, 15, 6]",2,0.040935672514619006,37,37,1,0.0,0,1
43,"(15,6)",,True,12,"[4, 0, 18, 15, 6]",2,0.040935672514619006,37,37,1,0.0,0,1
44,"(13,0)",,False,12,"[13, 1, 19, 6, 0]",2,0.06432748538011601,39,39,1,0.0,0,1
45,"(13,0)",,False,12,"[13, 1, 19, 6, 0]",2,0.06432748538011601,39,39,1,0.0,0,1
46,15:4,assassinate,True,11,"[18, 15, 12, 10, 4]",3,0.052631578947368,41,41,1,0.0,0,1
47,15:4,assassinate,True,11,"[18, 15, 12, 10, 4]",3,0.052631578947368,41,41,1,0.0,0,1
48,"(10,6)",,False,13,"[10, 4, 5, 9, 6]",4,0.12865497076023302,43,43,1,0.0,0,1
49,"(10,6)",,False,13,"[10, 4, 5, 9, 6]",4,0.12865497076023302,43,43,1,0.0,0,1
50,"(2,1)",,False,15,"[2, 17, 6, 3, 1]",4,0.157894736842105,45,45,2,0.07602339181286501,0,1
51,"(2,1)",,False,15,"[2, 17, 6, 3, 1]",4,0.157894736842105,45,45,2,0.07602339181286501,0,1
52,"(3,18)",,False,15,"[3, 15, 18, 12, 5]",4,0.13157894736842102,47,47,1,0.0,0,1
53,"(3,18)",,False,15,"[3, 15, 18, 12, 5]",4,0.13157894736842102,47,47,1,0.0,0,1
54,6:4,assassinate,True,12,"[9, 6, 19, 4, 8]",4,0.10233918128654901,49,49,1,0.0,0,1
55,6:4,assassinate,True,12,"[9, 6, 19, 4, 8]",4,0.10233918128654901,49,49,1,0.0,0,1
56,"(8,0)",,True,12,"[8, 7, 17, 1, 0]",4,0.10233918128654901,51,51,1,0.0,0,1
57,"(8,0)",,True,12,"[8, 7, 17, 1, 0]",4,0.10233918128654901,51,51,1,0.0,0,1
58,19:6,assassinate,True,10,"[18, 13, 11, 19, 17]",3,0.07602339181286501,53,53,1,0.0,0,1
59,19:6,assassinate,True,10,"[18, 13, 11, 19, 17]",3,0.07602339181286501,53,53,1,0.0,0,1
60,11:2,assassinate,True,10,"[11, 6, 17, 13, 9]",3,0.087719298245614,55,55,1,0.0,0,1
61,11:2,assassinate,True,10,"[11, 6, 17, 13, 9]",3,0.087719298245614,55,55,1,0.0,0,1
62,3:6,assassinate,True,8,"[3, 6, 15, 9, 11]",4,0.087719298245614,57,57,1,0.0,0,1
63,3:6,assassinate,True,8,"[3, 6, 15, 9, 11]",4,0.087719298245614,57,57,1,0.0,0,1
64,14:4,assassinate,True,7,"[14, 6, 8, 3, 5]",4,0.087719298245614,59,59,1,0.0,0,1
65,14:4,assassinate,True,7,"[14, 6, 8, 3, 5]",4,0.087719298245614,59,59,1,0.0,0,1
66,"(18,7)",,False,9,"[6, 3, 18, 13, 7]",4,0.07309941520467801,61,61,1,0.0,0,1
67,"(18,7)",,False,9,"[6, 3, 18, 13, 7]",4,0.07309941520467801,61,61,1,0.0,0,1
68,"(12,11)",,False,11,"[12, 11, 16, 14, 10]",4,0.09356725146198801,63,63,1,0.0,0,1
69,"(12,11)",,False,11,"[12, 11, 16, 14, 10]",4,0.09356725146198801,63,63,1,0.0,0,1
70,"(10,1)",,True,13,"[10, 18, 9, 13, 1]",5,0.21637426900584703,65,65,2,0.05847953216374201,0,1
71,"(10,1)",,True,13,"[10, 18, 9, 13, 1]",5,0.21637426900584703,65,65,2,0.05847953216374201,0,1
72,15:4,assassinate,True,12,"[4, 11, 15, 5, 7]",4,0.157894736842105,67,67,2,0.052631578947368,0,1
73,15:4,assassinate,True,12,"[4, 11, 15, 5, 7]",4,0.157894736842105,67,67,2,0.052631578947368,0,1
74,"(16,17)",,False,14,"[16, 4, 12, 17, 19]",5,0.157894736842105,69,69,2,0.05847953216374201,0,1
75,"(16,17)",,False,14,"[16, 4, 12, 17, 19]",5,0.157894736842105,69,69,2,0.05847953216374201,0,1
76,7:6,assassinate,True,12,"[17, 18, 2, 7, 9]",4,0.134502923976608,71,71,2,0.052631578947368,0,1
77,7:6,assassinate,True,12,"[17, 18, 2, 7, 9]",4,0.134502923976608,71,71,2,0.052631578947368,0,1
78,"(15,1)",,False,14,"[19, 11, 15, 3, 1]",4,0.18713450292397601,73,73,3,0.134502923976608,0,1
79,"(15,1)",,False,14,"[19, 11, 15, 3, 1]",4,0.18713450292397601,73,73,3,0.134502923976608,0,1
80,"(6,0)",,True,14,"[13, 1, 6, 5, 0]",3,0.175438596491228,75,75,3,0.134502923976608,0,1
81,"(6,0)",,True,14,"[13, 1, 6, 5, 0]",3,0.175438596491228,75,75,3,0.134502923976608,0,1
82,"(13,10)",,False,16,"[13, 11, 10, 0, 2]",4,0.27485380116959,77,77,3,0.22222222222222202,0,1
83,"(13,10)",,False,16,"[13, 11, 10, 0, 2]",4,0.27485380116959,77,77,3,0.22222222222222202,0,1
84,16:10,assassinate,True,12,"[12, 9, 6, 13, 16]",3,0.18128654970760202,79,79,3,0.15204678362573001,0,1
85,16:10,assassinate,True,12,"[12, 9, 6, 13, 16]",3,0.18128654970760202,79,79,3,0.15204678362573001,0,1
86,"(19,1)",,False,14,"[15, 19, 11, 14, 1]",4,0.114035087719298,79,80,4,0.137426900584795,1,1
87,"(19,1)",,False,14,"[15, 19, 11, 14, 1]",4,0.114035087719298,79,80,4,0.137426900584795,1,1
88,"(4,1)",,False,16,"[4, 19, 15, 9, 1]",4,0.125730994152046,79,81,5,0.21345029239766003,2,1
89,"(4,1)",,False,16,"[4, 19, 15, 9, 1]",4,0.125730994152046,79,81,5,0.21345029239766003,2,1
90,"(13,6)",,True,16,"[14, 13, 6, 10, 3]",4,0.078947368421052,77,81,5,0.207602339181286,4,1
91,"(13,6)",,True,16,"[14, 13, 6, 10, 3]",4,0.078947368421052,77,81,5,0.207602339181286,4,1
92,"(17,1)",,False,18,"[15, 14, 17, 6, 1]",4,0.049707602339181006,75,81,6,0.18713450292397601,6,1
93,"(17,1)",,False,18,"[15, 14, 17, 6, 1]",4,0.049707602339181006,75,81,6,0.18713450292397601,6,1
94,"(10,11)",,True,20,"[10, 8, 11, 3, 18]",5,0.11988304093567201,73,81,6,0.210526315789473,8,1
95,"(10,11)",,True,20,"[10, 8, 11, 3, 18]",5,0.11988304093567201,73,81,6,0.210526315789473,8,1
96,"(19,0)",,True,20,"[15, 14, 19, 0, 5]",5,0.08479532163742601,73,82,6,0.26315789473684204,9,1
97,"(19,0)",,True,20,"[15, 14, 19, 0, 5]",5,0.08479532163742601,73,82,6,0.26315789473684204,9,1
98,"(1,3)",,False,20,"[1, 8, 3, 18, 13]",5,0.08479532163742601,71,82,7,0.27485380116959,11,1
99,"(1,3)",,False,20,"[1, 8, 3, 18, 13]",5,0.08479532163742601,71,82,7,0.27485380116959,11,1
100,"(19,18)",,False,22,"[12, 19, 2, 18, 8]",5,0.100389863547758,69,82,7,0.28615984405458,13,1
101,"(19,18)",,False,22,"[12, 19, 2, 18, 8]",5,0.100389863547758,69,82,7,0.28615984405458,13,1
102,"(13,0)",,False,22,"[13, 0, 9, 8, 15]",4,0.07261208576998,67,82,7,0.245614035087719,15,1
103,"(13,0)",,False,22,"[13, 0, 9, 8, 15]",4,0.07261208576998,67,82,7,0.245614035087719,15,1
104,"(7,17)",,False,22,"[7, 2, 9, 16, 17]",4,0.065302144249512,65,82,7,0.26354775828460003,17,1
105,"(7,17)",,False,22,"[7, 2, 9, 16, 17]",4,0.065302144249512,65,82,7,0.26354775828460003,17,1
106,"(3,7)",,False,22,"[3, 7, 2, 6, 5]",4,0.065302144249512,63,82,7,0.258674463937621,19,1
107,"(3,7)",,False,22,"[3, 7, 2, 6, 5]",4,0.065302144249512,63,82,7,0.258674463937621,19,1
108,"(16,1)",,True,24,"[17, 16, 15, 12, 1]",4,0.049707602339181006,61,82,8,0.309356725146198,21,1
109,"(16,1)",,True,24,"[17, 16, 15, 12, 1]",4,0.049707602339181006,61,82,8,0.309356725146198,21,1
110,"(19,5)",,False,26,"[11, 9, 19, 10, 5]",4,0.049707602339181006,59,82,8,0.33723196881091605,23,1
111,"(19,5)",,False,26,"[11, 9, 19, 10, 5]",4,0.049707602339181006,59,82,8,0.33723196881091605,23,1
112,"(9,3)",,False,26,"[17, 9, 6, 3, 8]",4,0.038986354775828,57,82,8,0.349707602339181,25,1
113,"(9,3)",,False,26,"[17, 9, 6, 3, 8]",4,0.038986354775828,57,82,8,0.349707602339181,25,1
114,"(9,8)",,True,28,"[0, 18, 9, 8, 5]",4,0.038986354775828,55,82,8,0.34093567251461904,27,1
115,"(9,8)",,True,28,"[0, 18, 9, 8, 5]",4,0.038986354775828,55,82,8,0.34093567251461904,27,1
116,9:6,assassinate,True,26,"[7, 13, 16, 9, 12]",4,0.038986354775828,53,82,8,0.25555555555555504,29,1
117,9:6,assassinate,True,26,"[7, 13, 16, 9, 12]",4,0.038986354775828,53,82,8,0.25555555555555504,29,1
118,"(16,8)",,False,28,"[4, 16, 6, 8, 15]",4,0.032846003898635005,51,82,8,0.27875243664717303,31,1
119,"(16,8)",,False,28,"[4, 16, 6, 8, 15]",4,0.032846003898635005,51,82,8,0.27875243664717303,31,1
120,"(9,19)",,False,28,"[4, 9, 19, 12, 13]",4,0.032846003898635005,49,82,7,0.288693957115009,33,1
121,"(9,19)",,False,28,"[4, 9, 19, 12, 13]",4,0.032846003898635005,49,82,7,0.288693957115009,33,1
122,10:12,assassinate,True,23,"[2, 0, 1, 10, 12]",3,0.012670565302144,47,82,6,0.306042884990253,35,1
123,10:12,assassinate,True,23,"[2, 0, 1, 10, 12]",3,0.012670565302144,47,82,6,0.306042884990253,35,1
124,"(10,9)",,True,25,"[10, 2, 11, 9, 13]",3,0.012670565302144,45,82,6,0.295808966861598,37,1
125,"(10,9)",,True,25,"[10, 2, 11, 9, 13]",3,0.012670565302144,45,82,6,0.295808966861598,37,1
126,"(14,1)",,False,27,"[16, 14, 1, 13, 7]",3,0.016081871345029003,43,82,7,0.371832358674463,39,1
127,"(14,1)",,False,27,"[16, 14, 1, 13, 7]",3,0.016081871345029003,43,82,7,0.371832358674463,39,1
128,"(12,19)",,True,29,"[3, 2, 11, 12, 19]",3,0.016081871345029003,41,82,7,0.31803118908382,41,1
129,"(12,19)",,True,29,"[3, 2, 11, 12, 19]",3,0.016081871345029003,41,82,7,0.31803118908382,41,1
130,"(3,15)",,True,29,"[0, 3, 15, 18, 10]",4,0.081384015594541,39,82,7,0.39880256196045605,43,1
131,"(3,15)",,True,29,"[0, 3, 15, 18, 10]",4,0.081384015594541,39,82,7,0.39880256196045605,43,1
132,"(4,8)",,False,31,"[4, 3, 18, 8, 11]",5,0.111598440545808,37,82,7,0.392467279309384,45,1
133,"(4,8)",,False,31,"[4, 3, 18, 8, 11]",5,0.111598440545808,37,82,7,0.392467279309384,45,1
134,17:8,assassinate,True,28,"[9, 17, 8, 4, 6]",4,0.08576998050682201,35,82,6,0.35467836257309904,47,1
135,17:8,assassinate,True,28,"[9, 17, 8, 4, 6]",4,0.08576998050682201,35,82,6,0.35467836257309904,47,1
136,"(7,17)",,False,28,"[7, 19, 18, 6, 17]",4,0.16130604288499,33,82,5,0.395711500974658,49,1
137,"(7,17)",,False,28,"[7, 19, 18, 6, 17]",4,0.16130604288499,33,82,5,0.395711500974658,49,1
138,"(16,4)",,False,28,"[8, 16, 6, 4, 12]",4,0.114035087719298,31,82,4,0.287524366471734,51,1
139,"(16,4)",,False,28,"[8, 16, 6, 4, 12]",4,0.114035087719298,31,82,4,0.287524366471734,51,1
140,"(8,1)",,True,30,"[8, 12, 16, 9, 1]",4,0.08606237816764101,29,82,5,0.206530214424951,53,1
141,"(8,1)",,True,30,"[8, 12, 16, 9, 1]",4,0.08606237816764101,29,82,5,0.206530214424951,53,1
142,"(17,16)",,True,30,"[11, 17, 15, 16, 10]",5,0.12475633528265101,27,82,5,0.308479532163742,55,1
143,"(17,16)",,True,30,"[11, 17, 15, 16, 10]",5,0.12475633528265101,27,82,5,0.308479532163742,55,1
144,"(17,3)",,False,32,"[10, 8, 17, 9, 3]",6,0.23489278752436601,29,84,5,0.167641325536062,55,1
145,"(17,3)",,False,32,"[10, 8, 17, 9, 3]",6,0.23489278752436601,29,84,5,0.167641325536062,55,1
146,7:6,assassinate,True,30,"[8, 4, 19, 7, 14]",5,0.096393762183235,29,85,5,0.207407407407407,56,1
147,7:6,assassinate,True,30,"[8, 4, 19, 7, 14]",5,0.096393762183235,29,85,5,0.207407407407407,56,1
148,4:6,assassinate,True,28,"[8, 15, 5, 16, 4]",4,0.064132553606237,27,85,5,0.192105263157894,58,1
149,4:6,assassinate,True,28,"[8, 15, 5, 16, 4]",4,0.064132553606237,27,85,5,0.192105263157894,58,1
