,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(11,13)",,False,2,"[11, 13, 2, 15, 6]",1,0.0,2,2,0,-0.001,0,1
1,"(11,13)",,False,2,"[11, 13, 2, 15, 6]",1,0.0,2,2,0,-0.001,0,1
2,"(8,18)",,False,4,"[8, 18, 6, 7, 9]",1,0.0,4,4,0,-0.001,0,1
3,"(8,18)",,False,4,"[8, 18, 6, 7, 9]",1,0.0,4,4,0,-0.001,0,1
4,"(5,16)",,False,6,"[5, 16, 14, 11, 18]",2,0.011695906432748001,6,6,0,-0.001,0,1
5,"(5,16)",,False,6,"[5, 16, 14, 11, 18]",2,0.011695906432748001,6,6,0,-0.001,0,1
6,"(4,10)",,False,8,"[4, 10, 19, 5, 6]",3,0.046783625730994004,8,8,0,-0.001,0,1
7,"(4,10)",,False,8,"[4, 10, 19, 5, 6]",3,0.046783625730994004,8,8,0,-0.001,0,1
8,"(5,0)",,False,9,"[16, 5, 14, 3, 0]",2,0.035087719298245,10,10,0,-0.001,0,1
9,"(5,0)",,False,9,"[16, 5, 14, 3, 0]",2,0.035087719298245,10,10,0,-0.001,0,1
10,"(16,7)",,False,11,"[16, 7, 3, 10, 2]",2,0.105263157894736,12,12,0,-0.001,0,1
11,"(16,7)",,False,11,"[16, 7, 3, 10, 2]",2,0.105263157894736,12,12,0,-0.001,0,1
12,"(0,11)",,False,11,"[5, 0, 4, 11, 6]",2,0.052631578947368,14,14,0,-0.001,0,1
13,"(0,11)",,False,11,"[5, 0, 4, 11, 6]",2,0.052631578947368,14,14,0,-0.001,0,1
14,"(8,4)",,False,13,"[10, 8, 18, 6, 4]",2,0.017543859649122,16,16,0,-0.001,0,1
15,"(8,4)",,False,13,"[10, 8, 18, 6, 4]",2,0.017543859649122,16,16,0,-0.001,0,1
16,"(7,13)",,False,15,"[7, 13, 6, 17, 19]",3,0.08479532163742601,18,18,0,-0.001,0,1
17,"(7,13)",,False,15,"[7, 13, 6, 17, 19]",3,0.08479532163742601,18,18,0,-0.001,0,1
18,"(13,11)",,False,13,"[13, 11, 15, 19, 7]",3,0.20467836257309902,20,20,0,-0.001,0,1
19,"(13,11)",,False,13,"[13, 11, 15, 19, 7]",3,0.20467836257309902,20,20,0,-0.001,0,1
20,"(4,3)",,False,15,"[6, 4, 14, 12, 3]",3,0.23684210526315702,22,22,0,-0.001,0,1
21,"(4,3)",,False,15,"[6, 4, 14, 12, 3]",3,0.23684210526315702,22,22,0,-0.001,0,1
