,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(6,13)",,False,2,"[6, 13, 18, 5, 9]",0,-0.001,0,0,0,-0.001,0,1
1,"(6,13)",,False,2,"[6, 13, 18, 5, 9]",0,-0.001,0,0,0,-0.001,0,1
2,"(18,4)",,False,4,"[18, 4, 15, 16, 5]",0,-0.001,0,0,0,-0.001,0,1
3,"(18,4)",,False,4,"[18, 4, 15, 16, 5]",0,-0.001,0,0,0,-0.001,0,1
4,"(3,17)",,False,6,"[3, 17, 11, 12, 9]",0,-0.001,0,0,0,-0.001,0,1
5,"(3,17)",,False,6,"[3, 17, 11, 12, 9]",0,-0.001,0,0,0,-0.001,0,1
6,"(7,1)",,False,8,"[7, 1, 2, 18, 19]",1,0.0,1,1,1,0.0,0,1
7,"(7,1)",,False,8,"[7, 1, 2, 18, 19]",1,0.0,1,1,1,0.0,0,1
8,"(1,5)",,False,10,"[1, 5, 4, 0, 9]",1,0.0,0,1,2,0.017543859649122,1,1
9,"(1,5)",,False,10,"[1, 5, 4, 0, 9]",1,0.0,0,1,2,0.017543859649122,1,1
10,"(10,1)",,False,12,"[18, 10, 8, 15, 1]",1,0.0,-2,1,3,0.157894736842105,3,1
11,"(10,1)",,False,12,"[18, 10, 8, 15, 1]",1,0.0,-2,1,3,0.157894736842105,3,1
12,"(18,1)",,False,14,"[17, 6, 18, 1, 0]",2,0.023391812865497002,-4,1,4,0.23391812865497003,5,1
13,"(18,1)",,False,14,"[17, 6, 18, 1, 0]",2,0.023391812865497002,-4,1,4,0.23391812865497003,5,1
14,"(4,19)",,False,17,"[4, 18, 3, 6, 19]",2,0.029239766081871003,-6,1,4,0.25048732943469704,7,1
15,"(4,19)",,False,17,"[4, 18, 3, 6, 19]",2,0.029239766081871003,-6,1,4,0.25048732943469704,7,1
16,"(11,10)",,False,19,"[17, 3, 19, 11, 10]",3,0.07212475633528201,-8,1,4,0.30506822612085704,9,1
17,"(11,10)",,False,19,"[17, 3, 19, 11, 10]",3,0.07212475633528201,-8,1,4,0.30506822612085704,9,1
18,"(16,0)",,False,19,"[16, 14, 0, 17, 12]",2,0.017543859649122,-10,1,4,0.31920077972709504,11,1
19,"(16,0)",,False,19,"[16, 14, 0, 17, 12]",2,0.017543859649122,-10,1,4,0.31920077972709504,11,1
20,"(0,3)",,False,19,"[16, 18, 12, 0, 3]",1,0.0,-12,1,4,0.266569200779727,13,1
21,"(0,3)",,False,19,"[16, 18, 12, 0, 3]",1,0.0,-12,1,4,0.266569200779727,13,1
22,"(3,17)",,False,17,"[3, 19, 7, 8, 17]",1,0.0,-14,1,3,0.31773879142300104,15,1
23,"(3,17)",,False,17,"[3, 19, 7, 8, 17]",1,0.0,-14,1,3,0.31773879142300104,15,1
24,"(8,1)",,False,19,"[8, 9, 1, 14, 18]",2,0.042397660818713004,-16,1,4,0.37426900584795303,17,1
25,"(8,1)",,False,19,"[8, 9, 1, 14, 18]",2,0.042397660818713004,-16,1,4,0.37426900584795303,17,1
26,"(5,14)",,False,21,"[18, 5, 0, 14, 7]",2,0.062475633528265004,-18,1,4,0.251851851851851,19,1
27,"(5,14)",,False,21,"[18, 5, 0, 14, 7]",2,0.062475633528265004,-18,1,4,0.251851851851851,19,1
28,"(5,6)",,False,21,"[4, 11, 5, 2, 6]",2,0.050487329434697005,-20,1,3,0.16354775828460003,21,1
29,"(5,6)",,False,21,"[4, 11, 5, 2, 6]",2,0.050487329434697005,-20,1,3,0.16354775828460003,21,1
30,"(8,1)",,True,23,"[17, 13, 8, 19, 1]",3,0.14990253411306,-22,1,4,0.262962962962962,23,1
31,"(8,1)",,True,23,"[17, 13, 8, 19, 1]",3,0.14990253411306,-22,1,4,0.262962962962962,23,1
32,"(11,0)",,False,23,"[11, 0, 5, 19, 6]",2,0.09941520467836201,-24,1,4,0.364522417153996,25,1
33,"(11,0)",,False,23,"[11, 0, 5, 19, 6]",2,0.09941520467836201,-24,1,4,0.364522417153996,25,1
34,"(11,17)",,False,25,"[4, 11, 3, 14, 17]",2,0.09941520467836201,-26,1,4,0.22027290448343,27,1
35,"(11,17)",,False,25,"[4, 11, 3, 14, 17]",2,0.09941520467836201,-26,1,4,0.22027290448343,27,1
36,"(17,1)",,False,28,"[13, 19, 4, 17, 1]",2,0.09941520467836201,-28,1,5,0.24532163742690002,29,1
37,"(17,1)",,False,28,"[13, 19, 4, 17, 1]",2,0.09941520467836201,-28,1,5,0.24532163742690002,29,1
38,"(12,17)",,False,30,"[12, 10, 17, 2, 8]",2,0.040545808966861004,-30,1,5,0.20878585352269502,31,1
39,"(12,17)",,False,30,"[12, 10, 17, 2, 8]",2,0.040545808966861004,-30,1,5,0.20878585352269502,31,1
40,"(1,6)",,False,32,"[7, 1, 10, 6, 14]",3,0.141812865497076,-32,1,6,0.24692982456140303,33,1
41,"(1,6)",,False,32,"[7, 1, 10, 6, 14]",3,0.141812865497076,-32,1,6,0.24692982456140303,33,1
42,"(6,15)",,False,34,"[6, 16, 14, 5, 15]",3,0.05757449178501801,-34,1,6,0.241996194189176,35,1
43,"(6,15)",,False,34,"[6, 16, 14, 5, 15]",3,0.05757449178501801,-34,1,6,0.241996194189176,35,1
44,"(0,15)",,False,32,"[0, 19, 14, 15, 10]",2,0.0317738791423,-36,1,6,0.22197159565580601,37,1
45,"(0,15)",,False,32,"[0, 19, 14, 15, 10]",2,0.0317738791423,-36,1,6,0.22197159565580601,37,1
46,"(1,14)",,False,34,"[1, 3, 18, 9, 14]",2,0.028849902534113,-38,1,7,0.21839320523531003,39,1
47,"(1,14)",,False,34,"[1, 3, 18, 9, 14]",2,0.028849902534113,-38,1,7,0.21839320523531003,39,1
48,"(3,4)",,False,34,"[0, 5, 3, 4, 7]",2,0.028460038986354002,-40,1,7,0.169785575048732,41,1
49,"(3,4)",,False,34,"[0, 5, 3, 4, 7]",2,0.028460038986354002,-40,1,7,0.169785575048732,41,1
50,"(10,11)",,False,31,"[12, 10, 16, 5, 11]",2,0.032651072124756,-42,1,5,0.125730994152046,43,1
51,"(10,11)",,False,31,"[12, 10, 16, 5, 11]",2,0.032651072124756,-42,1,5,0.125730994152046,43,1
52,"(1,19)",,False,33,"[5, 7, 1, 17, 19]",2,0.02719298245614,-44,1,6,0.15380116959064302,45,1
53,"(1,19)",,False,33,"[5, 7, 1, 17, 19]",2,0.02719298245614,-44,1,6,0.15380116959064302,45,1
54,"(1,7)",,False,33,"[8, 17, 1, 7, 13]",2,0.032651072124756,-46,1,6,0.14480646059593402,47,1
55,"(1,7)",,False,33,"[8, 17, 1, 7, 13]",2,0.032651072124756,-46,1,6,0.14480646059593402,47,1
56,"(13,1)",,False,33,"[13, 4, 7, 1, 18]",2,0.041666666666666005,-48,1,6,0.112740183792815,49,1
57,"(13,1)",,False,33,"[13, 4, 7, 1, 18]",2,0.041666666666666005,-48,1,6,0.112740183792815,49,1
58,"(0,12)",,False,33,"[10, 14, 7, 0, 12]",1,0.0,-50,1,6,0.079922027290448,51,1
