,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(8,0)",,True,1,"[10, 4, 19, 8, 0]",1,0.0,2,2,0,-0.001,0,1
1,"(8,0)",,True,1,"[10, 4, 19, 8, 0]",1,0.0,2,2,0,-0.001,0,1
2,"(16,14)",,True,3,"[16, 14, 9, 18, 5]",1,0.0,4,4,0,-0.001,0,1
3,"(16,14)",,True,3,"[16, 14, 9, 18, 5]",1,0.0,4,4,0,-0.001,0,1
4,"(15,0)",,True,3,"[15, 18, 13, 2, 0]",1,0.0,6,6,0,-0.001,0,1
5,"(15,0)",,True,3,"[15, 18, 13, 2, 0]",1,0.0,6,6,0,-0.001,0,1
6,14:4,assassinate,True,2,"[14, 9, 12, 5, 4]",0,-0.001,7,7,0,-0.001,0,1
7,14:4,assassinate,True,2,"[14, 9, 12, 5, 4]",0,-0.001,7,7,0,-0.001,0,1
8,"(4,1)",,True,4,"[4, 12, 3, 17, 1]",0,-0.001,6,7,1,0.0,1,1
9,"(4,1)",,True,4,"[4, 12, 3, 17, 1]",0,-0.001,6,7,1,0.0,1,1
10,"(17,18)",,True,4,"[17, 0, 18, 19, 5]",0,-0.001,4,7,1,0.0,3,1
11,"(17,18)",,True,4,"[17, 0, 18, 19, 5]",0,-0.001,4,7,1,0.0,3,1
12,"(10,13)",,True,6,"[10, 13, 18, 8, 16]",0,-0.001,2,7,1,0.0,5,1
13,"(10,13)",,True,6,"[10, 13, 18, 8, 16]",0,-0.001,2,7,1,0.0,5,1
14,"(5,16)",,True,8,"[5, 16, 11, 8, 18]",0,-0.001,0,7,1,0.0,7,1
15,"(5,16)",,True,8,"[5, 16, 11, 8, 18]",0,-0.001,0,7,1,0.0,7,1
16,"(1,17)",,True,10,"[1, 17, 2, 14, 4]",1,0.0,-1,7,2,0.035087719298245,8,1
17,"(1,17)",,True,10,"[1, 17, 2, 14, 4]",1,0.0,-1,7,2,0.035087719298245,8,1
18,"(13,18)",,True,10,"[13, 8, 18, 3, 17]",1,0.0,-3,7,2,0.035087719298245,10,1
19,"(13,18)",,True,10,"[13, 8, 18, 3, 17]",1,0.0,-3,7,2,0.035087719298245,10,1
20,"(14,17)",,True,13,"[11, 0, 19, 14, 17]",3,0.09941520467836201,-1,9,2,0.05847953216374201,10,1
21,"(14,17)",,True,13,"[11, 0, 19, 14, 17]",3,0.09941520467836201,-1,9,2,0.05847953216374201,10,1
22,7:6,assassinate,True,12,"[6, 11, 7, 10, 3]",2,0.040935672514619006,-1,10,2,0.052631578947368,11,1
23,7:6,assassinate,True,12,"[6, 11, 7, 10, 3]",2,0.040935672514619006,-1,10,2,0.052631578947368,11,1
24,"(1,5)",,True,15,"[10, 9, 1, 19, 5]",2,0.055555555555555004,-1,11,3,0.125730994152046,12,1
25,"(1,5)",,True,15,"[10, 9, 1, 19, 5]",2,0.055555555555555004,-1,11,3,0.125730994152046,12,1
26,"(19,1)",,True,16,"[19, 5, 18, 3, 1]",2,0.078947368421052,-1,12,4,0.225146198830409,13,1
27,"(19,1)",,True,16,"[19, 5, 18, 3, 1]",2,0.078947368421052,-1,12,4,0.225146198830409,13,1
28,"(18,14)",,True,16,"[3, 18, 13, 14, 2]",2,0.049707602339181006,-1,13,3,0.122807017543859,14,1
29,"(18,14)",,True,16,"[3, 18, 13, 14, 2]",2,0.049707602339181006,-1,13,3,0.122807017543859,14,1
30,10:6,assassinate,True,14,"[10, 16, 6, 2, 11]",1,0.0,-3,13,3,0.134502923976608,16,1
31,10:6,assassinate,True,14,"[10, 16, 6, 2, 11]",1,0.0,-3,13,3,0.134502923976608,16,1
32,16:4,assassinate,True,13,"[2, 16, 10, 14, 11]",1,0.0,-5,13,3,0.070175438596491,18,1
33,16:4,assassinate,True,13,"[2, 16, 10, 14, 11]",1,0.0,-5,13,3,0.070175438596491,18,1
34,"(11,9)",,True,14,"[11, 9, 5, 10, 8]",2,0.005847953216374001,-7,13,3,0.070175438596491,20,1
35,"(11,9)",,True,14,"[11, 9, 5, 10, 8]",2,0.005847953216374001,-7,13,3,0.070175438596491,20,1
36,"(15,5)",,True,14,"[18, 15, 16, 5, 4]",2,0.070175438596491,-9,13,3,0.134502923976608,22,1
37,"(15,5)",,True,14,"[18, 15, 16, 5, 4]",2,0.070175438596491,-9,13,3,0.134502923976608,22,1
