,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(16,15)",,False,2,"[16, 15, 4, 13, 17]",0,-0.001,0,0,0,-0.001,0,1
1,"(16,15)",,False,2,"[16, 15, 4, 13, 17]",0,-0.001,0,0,0,-0.001,0,1
2,"(17,14)",,False,4,"[17, 14, 18, 15, 12]",0,-0.001,0,0,0,-0.001,0,1
3,"(17,14)",,False,4,"[17, 14, 18, 15, 12]",0,-0.001,0,0,0,-0.001,0,1
4,"(14,18)",,False,6,"[14, 18, 16, 17, 10]",0,-0.001,0,0,0,-0.001,0,1
5,"(14,18)",,False,6,"[14, 18, 16, 17, 10]",0,-0.001,0,0,0,-0.001,0,1
6,"(13,12)",,False,6,"[13, 12, 8, 17, 4]",0,-0.001,0,0,0,-0.001,0,1
7,"(13,12)",,False,6,"[13, 12, 8, 17, 4]",0,-0.001,0,0,0,-0.001,0,1
8,"(14,7)",,True,8,"[14, 7, 19, 16, 2]",0,-0.001,0,0,0,-0.001,0,1
9,"(14,7)",,True,8,"[14, 7, 19, 16, 2]",0,-0.001,0,0,0,-0.001,0,1
10,"(16,1)",,False,10,"[16, 2, 6, 1, 7]",0,-0.001,-1,0,1,0.0,1,1
11,"(16,1)",,False,10,"[16, 2, 6, 1, 7]",0,-0.001,-1,0,1,0.0,1,1
12,"(8,2)",,False,12,"[8, 2, 12, 9, 18]",0,-0.001,-3,0,1,0.0,3,1
13,"(8,2)",,False,12,"[8, 2, 12, 9, 18]",0,-0.001,-3,0,1,0.0,3,1
14,"(19,7)",,False,12,"[19, 7, 8, 18, 9]",0,-0.001,-3,0,0,-0.001,3,1
15,"(19,7)",,False,12,"[19, 7, 8, 18, 9]",0,-0.001,-3,0,0,-0.001,3,1
16,"(14,1)",,True,14,"[14, 1, 16, 19, 5]",0,-0.001,-4,0,1,0.0,4,1
17,"(14,1)",,True,14,"[14, 1, 16, 19, 5]",0,-0.001,-4,0,1,0.0,4,1
18,"(13,12)",,False,16,"[13, 12, 7, 18, 15]",0,-0.001,-6,0,1,0.0,6,1
19,"(13,12)",,False,16,"[13, 12, 7, 18, 15]",0,-0.001,-6,0,1,0.0,6,1
20,"(1,12)",,True,18,"[7, 2, 3, 1, 12]",1,0.0,-7,0,2,0.122807017543859,7,1
21,"(1,12)",,True,18,"[7, 2, 3, 1, 12]",1,0.0,-7,0,2,0.122807017543859,7,1
22,"(3,18)",,False,20,"[3, 7, 2, 11, 18]",1,0.0,-9,0,2,0.053606237816764005,9,1
23,"(3,18)",,False,20,"[3, 7, 2, 11, 18]",1,0.0,-9,0,2,0.053606237816764005,9,1
24,"(19,8)",,False,20,"[3, 19, 9, 10, 8]",1,0.0,-11,0,2,0.053606237816764005,11,1
25,"(19,8)",,False,20,"[3, 19, 9, 10, 8]",1,0.0,-11,0,2,0.053606237816764005,11,1
26,"(7,19)",,False,20,"[3, 7, 8, 19, 13]",1,0.0,-13,0,2,0.034113060428849006,13,1
27,"(7,19)",,False,20,"[3, 7, 8, 19, 13]",1,0.0,-13,0,2,0.034113060428849006,13,1
28,7:6,assassinate,True,18,"[7, 6, 9, 17, 4]",1,0.0,-15,0,2,0.046783625730994004,15,1
29,7:6,assassinate,True,18,"[7, 6, 9, 17, 4]",1,0.0,-15,0,2,0.046783625730994004,15,1
30,"(12,18)",,False,20,"[12, 18, 2, 15, 19]",1,0.0,-15,0,2,0.0,15,1
